Round,Pick,Team,Player,First,Last,Position,Age,Until,AP1,PB,YearsStarter,CareerAverage,DraftAverage,Games,PassComp,PassAtt,PassYards,PassTDs,Int,RushAtt,RushYards,RushTDs,Rec,RecYards,RecTDs,TackleSolo,DefensiveInt,Sacks,College
1,1,HOU,Mario Williams,Mario,Williams,DE,21,2016,1,4,9,76,34,158,0,0,0,0,0,0,0,0,0,0,0,317,0,97.5,North Carolina St.
1,2,NOR,Reggie Bush,Reggie,Bush,RB,21,2016,0,0,6,61,33,134,0,1,0,0,1,1286,5490,36,477,3598,18,0,0,0,USC
1,3,TEN,Vince Young,Vince,Young,QB,23,2011,0,2,4,33,31,60,755,1304,8964,46,51,282,1459,12,0,0,0,0,0,0,Texas
1,4,NYJ,DBrickashaw Ferguson,DBrickashaw,Ferguson,T,22,2015,0,3,10,61,61,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia
1,5,GNB,AJ Hawk,AJ,Hawk,LB,22,2016,0,0,10,59,56,159,0,0,0,0,0,0,0,0,0,0,0,645,9,20,Ohio St.
1,6,SFO,Vernon Davis,Vernon,Davis,TE,22,2019,0,2,11,51,41,198,0,0,0,0,0,6,15,0,583,7562,63,0,0,0,Maryland
1,7,OAK,Michael Huff,Michael,Huff,DB,23,2013,0,0,6,33,33,118,0,0,0,0,0,0,0,0,0,0,0,371,11,5.5,Texas
1,8,BUF,Donte Whitner,Donte,Whitner,DB,21,2016,0,2,9,48,18,157,0,0,0,0,0,0,0,0,0,0,0,668,11,3,Ohio St.
1,9,DET,Ernie Sims,Ernie,Sims,LB,21,2013,0,0,5,30,19,109,0,0,0,0,0,0,0,0,0,0,0,420,1,5.5,Florida St.
1,10,ARI,Matt Leinart,Matt,Leinart,QB,23,2012,0,0,1,12,12,33,366,641,4065,15,21,47,89,2,0,0,0,0,0,0,USC
1,11,DEN,Jay Cutler,Jay,Cutler,QB,23,2017,0,1,10,87,28,153,3048,4920,35133,227,160,386,1682,9,0,0,0,1,0,0,Vanderbilt
1,12,BAL,Haloti Ngata,Haloti,Ngata,DT,22,2018,2,5,12,99,91,180,0,0,0,0,0,0,0,0,0,0,0,329,5,32.5,Oregon
1,13,CLE,Kamerion Wimbley,Kamerion,Wimbley,DE,22,2014,0,0,8,44,23,140,0,0,0,0,0,0,0,0,0,0,0,322,2,53.5,Florida St.
1,14,PHI,Brodrick Bunkley,Brodrick,Bunkley,DT,22,2014,0,0,7,41,26,130,0,0,0,0,0,0,0,0,0,0,0,171,0,8.5,Florida St.
1,15,STL,Tye Hill,Tye,Hill,DB,24,2010,0,0,0,9,7,40,0,0,0,0,0,0,0,0,0,0,0,117,5,0,Clemson
1,16,MIA,Jason Allen,Jason,Allen,DB,23,2012,0,0,1,13,9,98,0,0,0,0,0,0,0,0,0,0,0,213,15,0,Tennessee
1,17,MIN,Chad Greenway,Chad,Greenway,LB,23,2016,0,2,10,64,64,156,0,0,0,0,0,0,0,0,0,0,0,762,11,18,Iowa
1,18,DAL,Bobby Carpenter,Bobby,Carpenter,LB,23,2012,0,0,0,10,5,93,0,0,0,0,0,0,0,0,0,0,0,126,1,3.5,Ohio St.
1,19,SDG,Antonio Cromartie,Antonio,Cromartie,DB,22,2016,1,4,8,61,22,162,0,0,0,0,0,1,1,0,1,-2,0,376,31,0,Florida St.
1,20,KAN,Tamba Hali,Tamba,Hali,DE,22,2017,0,5,10,77,77,177,0,0,0,0,0,0,0,0,0,0,0,460,2,89.5,Penn St.
1,21,NWE,Laurence Maroney,Laurence,Maroney,RB,21,2010,0,0,0,26,25,49,0,0,0,0,0,618,2504,21,44,459,1,1,0,0,Minnesota
1,22,SFO,Manny Lawson,Manny,Lawson,DE,22,2015,0,0,7,46,23,143,0,0,0,0,0,0,0,0,0,0,0,352,4,24.5,North Carolina St.
1,23,TAM,Davin Joseph,Davin,Joseph,G,22,2014,0,2,8,42,37,116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Oklahoma
1,24,CIN,Johnathan Joseph,Johnathan,Joseph,DB,22,2019,0,2,13,66,17,200,0,0,0,0,0,0,0,0,0,0,0,642,31,0,South Carolina
1,25,PIT,Santonio Holmes,Santonio,Holmes,WR,22,2014,0,0,6,47,35,112,0,1,0,0,0,16,89,0,389,6030,36,0,0,0,Ohio St.
1,26,BUF,John McCargo,John,McCargo,DT,23,2011,0,0,0,3,3,44,0,0,0,0,0,0,0,0,0,0,0,35,0,2.5,North Carolina St.
1,27,CAR,DeAngelo Williams,DeAngelo,Williams,RB,23,2016,0,1,6,61,51,142,0,0,0,0,0,1730,8096,61,236,2106,9,1,0,0,Memphis
1,28,JAX,Marcedes Lewis,Marcedes,Lewis,TE,22,2019,0,1,12,33,33,202,0,0,0,0,0,0,0,0,393,4697,34,0,0,0,UCLA
1,29,NYJ,Nick Mangold,Nick,Mangold,C,22,2016,2,7,11,62,62,164,0,0,0,0,0,0,0,0,1,-3,0,1,0,0,Ohio St.
1,30,IND,Joseph Addai,Joseph,Addai,RB,23,2011,0,1,4,50,50,78,1,1,22,1,0,1095,4453,39,191,1448,9,0,0,0,LSU
1,31,SEA,Kelly Jennings,Kelly,Jennings,DB,23,2011,0,0,2,18,18,91,0,0,0,0,0,0,0,0,0,0,0,211,2,1,Miami (FL)
1,32,NYG,Mathias Kiwanuka,Mathias,Kiwanuka,DE,23,2014,0,0,6,36,36,120,0,0,0,0,0,0,0,0,0,0,0,301,3,38.5,Boston Col.
2,33,HOU,DeMeco Ryans,DeMeco,Ryans,LB,22,2015,0,2,9,57,38,140,0,0,0,0,0,0,0,0,0,0,0,735,7,13.5,Alabama
2,34,CLE,DQwell Jackson,DQwell,Jackson,LB,22,2016,0,1,9,63,40,141,0,0,0,0,0,0,0,0,0,0,0,754,9,19.5,Maryland
2,35,WAS,Rocky McIntosh,Rocky,McIntosh,LB,23,2013,0,0,6,38,33,124,0,0,0,0,0,0,0,0,0,0,0,371,4,9,Miami (FL)
2,36,NWE,Chad Jackson,Chad,Jackson,WR,21,2008,0,0,0,2,2,18,0,0,0,0,0,4,22,0,14,171,3,0,0,0,Florida
2,37,ATL,Jimmy Williams,Jimmy,Williams,DB,22,2007,0,0,0,4,4,27,0,0,0,0,0,0,0,0,0,0,0,41,1,0,Virginia Tech
2,38,OAK,Thomas Howard,Thomas,Howard,LB,23,2013,0,0,5,34,26,95,0,0,0,0,0,0,0,0,0,0,0,392,7,6,Texas-El Paso
2,39,PHI,Winston Justice,Winston,Justice,T,21,2013,0,0,3,23,17,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USC
2,40,DET,Daniel Bullocks,Daniel,Bullocks,DB,23,2008,0,0,1,7,7,31,0,0,0,0,0,0,0,0,0,0,0,119,0,1,Nebraska
2,41,ARI,Deuce Lutui,Deuce,Lutui,G,23,2012,0,0,6,32,30,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USC
2,42,CHI,Danieal Manning,Danieal,Manning,DB,24,2014,0,0,6,37,22,128,0,0,0,0,0,0,0,0,0,0,0,435,11,4,Abilene Christian
2,43,NOR,Roman Harper,Roman,Harper,DB,23,2016,0,2,8,48,37,156,0,0,0,0,0,0,0,0,0,0,0,641,11,18,Alabama
2,44,NYG,Sinorice Moss,Sinorice,Moss,WR,22,2009,0,0,0,4,4,37,0,0,0,0,0,1,4,0,39,421,3,2,0,0,Miami (FL)
2,45,TEN,LenDale White,LenDale,White,RB,21,2009,0,0,1,14,14,58,0,0,0,0,0,628,2349,24,42,204,0,0,0,0,USC
2,46,STL,Joe Klopfenstein,Joe,Klopfenstein,TE,22,2009,0,0,3,3,3,49,0,0,0,0,0,0,0,0,34,397,2,0,0,0,Colorado
2,47,GNB,Daryn Colledge,Daryn,Colledge,T,24,2014,0,0,9,54,36,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boise St.
2,48,MIN,Cedric Griffin,Cedric,Griffin,DB,23,2012,0,0,4,26,25,89,0,0,0,0,0,0,0,0,0,0,0,352,8,0,Texas
2,49,NYJ,Kellen Clemens,Kellen,Clemens,QB,23,2017,0,0,2,10,3,64,350,638,4053,16,21,85,227,3,0,0,0,1,0,0,Oregon
2,50,SDG,Marcus McNeill,Marcus,McNeill,T,22,2011,0,2,6,55,55,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Auburn
2,51,MIN,Ryan Cook,Ryan,Cook,C,23,2012,0,0,3,24,18,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Mexico
2,52,GNB,Greg Jennings,Greg,Jennings,WR,22,2015,0,2,8,65,54,143,0,0,0,0,0,1,-1,0,571,8291,64,0,0,0,West. Michigan
2,53,DAL,Anthony Fasano,Anthony,Fasano,TE,22,2017,0,0,9,23,2,180,0,0,0,0,0,0,0,0,299,3278,36,0,0,0,Notre Dame
2,54,KAN,Bernard Pollard,Bernard,Pollard,DB,21,2014,0,0,7,36,11,126,0,0,0,0,0,0,0,0,0,0,0,553,12,10.5,Purdue
2,55,CIN,Andrew Whitworth,Andrew,Whitworth,T,24,2019,2,4,14,101,69,215,0,0,0,0,0,0,0,0,1,1,1,0,0,0,LSU
2,56,BAL,Chris Chester,Chris,Chester,G,23,2016,0,0,9,56,16,169,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Oklahoma
2,57,CHI,Devin Hester,Devin,Hester,DB,23,2016,3,4,4,49,45,156,0,0,0,0,0,36,116,1,255,3311,16,11,0,0,Miami (FL)
2,58,CAR,Richard Marshall,Richard,Marshall,DB,21,2014,0,0,4,32,24,124,0,0,0,0,0,0,0,0,0,0,0,526,18,7,Fresno St.
2,59,TAM,Jeremy Trueblood,Jeremy,Trueblood,T,23,2013,0,0,6,40,36,116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Boston Col.
2,60,JAX,Maurice JonesDrew,Maurice,JonesDrew,RB,21,2014,1,3,4,72,72,126,1,2,8,1,1,1847,8167,68,346,2944,11,0,0,0,UCLA
2,61,DEN,Tony Scheffler,Tony,Scheffler,TE,23,2013,0,0,1,24,16,107,0,0,0,0,0,3,7,0,258,3207,22,3,1,0,West. Michigan
2,62,IND,Tim Jennings,Tim,Jennings,DB,22,2015,0,2,5,43,9,137,0,0,0,0,0,0,0,0,0,0,0,396,20,0,Georgia
2,63,SEA,Darryl Tapp,Darryl,Tapp,DE,21,2017,0,0,2,30,21,165,0,0,0,0,0,0,0,0,0,0,0,262,2,29,Virginia Tech
2,64,MIN,Tarvaris Jackson,Tarvaris,Jackson,QB,23,2015,0,0,2,21,12,59,640,1073,7263,39,35,171,636,6,0,0,0,0,0,0,Alabama St.
3,65,HOU,Charles Spencer,Charles,Spencer,G,24,2006,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pittsburgh
3,66,HOU,Eric Winston,Eric,Winston,T,22,2017,0,0,7,61,48,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Miami (FL)
3,67,GNB,Abdul Hodge,Abdul,Hodge,LB,23,2010,0,0,0,2,1,35,0,0,0,0,0,0,0,0,0,0,0,25,0,0,Iowa
3,68,STL,Claude Wroten,Claude,Wroten,DT,22,2007,0,0,0,2,2,26,0,0,0,0,0,0,0,0,0,0,0,21,0,1.5,LSU
3,69,OAK,Paul McQuistan,Paul,McQuistan,T,23,2014,0,0,2,23,4,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weber St.
3,70,BUF,Ashton Youboty,Ashton,Youboty,DB,22,2011,0,0,0,8,5,49,0,0,0,0,0,0,0,0,0,0,0,73,2,2,Ohio St.
3,71,PHI,Chris Gocong,Chris,Gocong,DE,22,2012,0,0,5,30,16,79,0,0,0,0,0,0,0,0,0,0,0,228,0,9.5,Cal Poly-San Luis Obispo
3,72,ARI,Leonard Pope,Leonard,Pope,TE,22,2012,0,0,3,6,4,103,0,0,0,0,0,0,0,0,105,982,11,0,0,0,Georgia
3,73,CHI,Dusty Dvoracek,Dusty,Dvoracek,DT,25,2008,0,0,1,6,6,13,0,0,0,0,0,0,0,0,0,0,0,24,0,0,Oklahoma
3,74,DET,Brian Calhoun,Brian,Calhoun,RB,22,2007,0,0,0,1,1,11,0,0,0,0,0,14,54,0,7,55,0,1,0,0,Wisconsin
3,75,GNB,Jason Spitz,Jason,Spitz,G,23,2012,0,0,2,24,24,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Louisville
3,76,NYJ,Anthony Schlegel,Anthony,Schlegel,LB,25,2007,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,21,0,0,Ohio St.
3,77,STL,Jon Alston,Jon,Alston,LB,23,2009,0,0,0,6,0,39,0,0,0,0,0,1,22,0,0,0,0,51,0,0,Stanford
3,78,CLE,Travis Wilson,Travis,Wilson,WR,22,2006,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,32,0,0,0,0,Oklahoma
3,79,ATL,Jerious Norwood,Jerious,Norwood,RB,23,2011,0,0,0,20,20,66,0,2,0,0,1,399,2056,7,96,912,3,6,0,0,Mississippi St.
3,80,JAX,Clint Ingram,Clint,Ingram,LB,23,2009,0,0,4,21,21,56,0,0,0,0,0,0,0,0,0,0,0,158,2,5.5,Oklahoma
3,81,SDG,Charlie Whitehurst,Charlie,Whitehurst,QB,24,2016,0,0,0,7,0,26,219,396,2463,11,8,56,156,2,0,10,0,0,0,0,Clemson
3,82,MIA,Derek Hagan,Derek,Hagan,WR,21,2014,0,0,0,12,4,100,0,0,0,0,0,0,0,0,148,1734,7,19,0,0,Arizona St.
3,83,PIT,Anthony Smith,Anthony,Smith,DB,22,2011,0,0,1,12,8,76,0,0,0,0,0,0,0,0,0,0,0,146,7,0,Syracuse
3,84,SFO,Brandon Williams,Brandon,Williams,WR,22,2007,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Wisconsin
3,85,KAN,Brodie Croyle,Brodie,Croyle,QB,23,2010,0,0,0,2,2,18,181,319,1669,8,9,10,15,0,0,0,0,0,0,0,Alabama
3,86,NWE,David Thomas,David,Thomas,TE,23,2012,0,0,2,9,3,80,0,0,0,0,0,0,0,0,102,938,8,1,0,0,Texas
3,87,BAL,David Pittman,David,Pittman,DB,22,2007,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,9,2,0,NW State (LA)
3,88,CAR,James Anderson,James,Anderson,LB,22,2015,0,0,4,31,25,123,0,0,0,0,0,0,0,0,0,0,0,421,3,12,Virginia Tech
3,89,CAR,Rashad Butler,Rashad,Butler,T,23,2013,0,0,0,6,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Miami (FL)
3,90,TAM,Maurice Stovall,Maurice,Stovall,WR,21,2012,0,0,0,5,5,81,0,0,0,0,0,2,29,0,52,668,3,37,0,0,Notre Dame
3,91,CIN,Frostee Rucker,Frostee,Rucker,DE,22,2018,0,0,5,41,10,157,0,0,0,0,0,0,0,0,0,0,0,201,1,21.5,USC
3,92,DAL,Jason Hatcher,Jason,Hatcher,DE,24,2015,0,1,5,34,23,147,0,0,0,0,0,0,0,0,0,0,0,177,1,34.5,Grambling St.
3,93,STL,Dominique Byrd,Dominique,Byrd,TE,22,2011,0,0,0,0,0,17,0,0,0,0,0,0,0,0,6,83,1,0,0,0,USC
3,94,IND,Freddy Keiaho,Freddy,Keiaho,LB,23,2009,0,0,2,15,15,55,0,0,0,0,0,0,0,0,0,0,0,189,1,1.5,San Diego St.
3,95,PIT,Willie Reid,Willie,Reid,WR,23,2007,0,0,0,1,1,7,0,0,0,0,0,0,0,0,4,54,0,0,0,0,Florida St.
3,96,NYG,Gerris Wilkinson,Gerris,Wilkinson,LB,23,2010,0,0,0,6,6,58,0,0,0,0,0,0,0,0,0,0,0,54,0,0,Georgia Tech
3,97,NYJ,Eric Smith,Eric,Smith,DB,23,2012,0,0,1,16,16,96,0,0,0,0,0,0,0,0,1,27,0,225,6,3.5,Michigan St.
4,98,HOU,Owen Daniels,Owen,Daniels,TE,23,2015,0,2,9,41,35,131,0,0,0,0,0,0,0,0,479,5661,36,2,0,0,Wisconsin
4,99,PHI,Max JeanGilles,Max,JeanGilles,G,22,2010,0,0,2,14,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia
4,100,SFO,Michael Robinson,Michael,Robinson,WR,23,2013,0,1,0,7,4,112,1,2,28,0,0,115,422,2,75,610,3,55,0,0,Penn St.
4,101,OAK,Darnell Bing,Darnell,Bing,DB,21,2009,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,USC
4,102,TEN,Calvin Lowry,Calvin,Lowry,DB,23,2008,0,0,0,7,6,48,0,0,0,0,0,0,0,0,0,0,0,68,2,0,Penn St.
4,103,NYJ,Brad Smith,Brad,Smith,QB,22,2014,0,0,1,17,11,127,4,10,51,1,2,134,972,4,104,987,5,68,0,0,Missouri
4,104,GNB,Cory Rodgers,Cory,Rodgers,WR,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCU
4,105,BUF,Ko Simpson,Ko,Simpson,DB,22,2009,0,0,2,13,11,41,0,0,0,0,0,0,0,0,0,0,0,129,3,1,South Carolina
4,106,NWE,Garrett Mills,Garrett,Mills,FB,22,2010,0,0,0,1,0,16,0,0,0,0,0,0,0,0,9,110,0,4,0,0,Tulsa
4,107,ARI,Gabe Watson,Gabe,Watson,DT,22,2010,0,0,1,12,12,62,0,0,0,0,0,0,0,0,0,0,0,81,0,2,Michigan
4,108,NOR,Jahri Evans,Jahri,Evans,T,23,2017,4,6,12,106,103,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bloomsburg
4,109,PHI,Jason Avant,Jason,Avant,WR,23,2015,0,0,2,30,26,148,0,0,0,0,0,2,2,0,346,4118,13,22,0,0,Michigan
4,110,CLE,Leon Williams,Leon,Williams,LB,23,2012,0,0,1,10,9,61,0,0,0,0,0,0,0,0,0,0,0,129,0,5,Miami (FL)
4,111,BAL,Demetrius Williams,Demetrius,Williams,WR,23,2010,0,0,0,9,9,46,0,0,0,0,0,0,0,0,63,1008,4,0,0,0,Oregon
4,112,CLE,Isaac Sowells,Isaac,Sowells,T,24,2008,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indiana
4,113,STL,Victor Adeyanju,Victor,Adeyanju,DE,23,2009,0,0,2,13,13,53,0,0,0,0,0,0,0,0,0,0,0,109,0,3,Indiana
4,114,MIA,Joe Toledo,Joe,Toledo,T,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Washington
4,115,GNB,Will Blackmon,Will,Blackmon,DB,21,2016,0,0,2,18,5,96,0,0,0,0,0,0,0,0,0,0,0,159,4,3.5,Boston Col.
4,116,TEN,Stephen Tulloch,Stephen,Tulloch,LB,21,2016,0,0,7,50,21,159,0,0,0,0,0,0,0,0,0,0,0,683,5,14.5,North Carolina St.
4,117,NYJ,Leon Washington,Leon,Washington,RB,24,2014,1,2,1,30,23,126,1,1,36,0,0,487,2271,16,168,1286,4,5,0,0,Florida St.
4,118,NWE,Stephen Gostkowski,Stephen,Gostkowski,K,22,2019,2,4,0,36,36,204,0,0,0,0,0,0,0,0,0,0,0,18,0,0,Memphis
4,119,DEN,Brandon Marshall,Brandon,Marshall,WR,22,2018,1,6,10,84,27,179,0,1,0,0,0,20,118,0,970,12351,83,6,0,0,Central Florida
4,120,CHI,Jamar Williams,Jamar,Williams,LB,22,2010,0,0,0,5,5,54,0,0,0,0,0,0,0,0,0,0,0,70,0,1,Arizona St.
4,121,CAR,Nate Salley,Nate,Salley,DB,22,2008,0,0,0,2,2,24,0,0,0,0,0,0,0,0,0,0,0,9,0,0,Ohio St.
4,122,TAM,Alan Zemaitis,Alan,Zemaitis,DB,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Penn St.
4,123,CIN,Domata Peko,Domata,Peko,DT,21,2019,0,0,12,67,60,208,0,0,0,0,0,0,0,0,0,0,0,315,0,20,Michigan St.
